filename,duration,totalBusyTime
.\TestInstances\a2\n1000 t1000 LonLr\cap100_n1000_t1000_LonLr_1.txt,435,28723
.\TestInstances\a2\n1000 t1000 LonLr\cap100_n1000_t1000_LonLr_2.txt,365,31304
.\TestInstances\a2\n1000 t1000 LonLr\cap100_n1000_t1000_LonLr_3.txt,299,29890
.\TestInstances\a2\n1000 t1000 LonLr\cap100_n1000_t1000_LonLr_4.txt,285,29482
.\TestInstances\a2\n1000 t1000 LonLr\cap100_n1000_t1000_LonLr_5.txt,283,29792
.\TestInstances\a2\n1000 t1000 LonSm\cap100_n1000_t1000_LonSm_1.txt,278,20422
.\TestInstances\a2\n1000 t1000 LonSm\cap100_n1000_t1000_LonSm_2.txt,253,20798
.\TestInstances\a2\n1000 t1000 LonSm\cap100_n1000_t1000_LonSm_3.txt,262,20970
.\TestInstances\a2\n1000 t1000 LonSm\cap100_n1000_t1000_LonSm_4.txt,260,19951
.\TestInstances\a2\n1000 t1000 LonSm\cap100_n1000_t1000_LonSm_5.txt,261,20188
.\TestInstances\a2\n1000 t1000 ShLr\cap100_n1000_t1000_ShLr_1.txt,243,17888
.\TestInstances\a2\n1000 t1000 ShLr\cap100_n1000_t1000_ShLr_2.txt,234,17252
.\TestInstances\a2\n1000 t1000 ShLr\cap100_n1000_t1000_ShLr_3.txt,248,17337
.\TestInstances\a2\n1000 t1000 ShLr\cap100_n1000_t1000_ShLr_4.txt,249,18468
.\TestInstances\a2\n1000 t1000 ShLr\cap100_n1000_t1000_ShLr_5.txt,251,18350
.\TestInstances\a2\n1000 t1000 ShSm\cap100_n1000_t1000_ShSm_1.txt,223,12638
.\TestInstances\a2\n1000 t1000 ShSm\cap100_n1000_t1000_ShSm_2.txt,234,11877
.\TestInstances\a2\n1000 t1000 ShSm\cap100_n1000_t1000_ShSm_3.txt,225,13605
.\TestInstances\a2\n1000 t1000 ShSm\cap100_n1000_t1000_ShSm_4.txt,223,12162
.\TestInstances\a2\n1000 t1000 ShSm\cap100_n1000_t1000_ShSm_5.txt,210,11842
.\TestInstances\a2\n1000 t1200 LonLr\cap100_n1000_t1200_LonLr_1.txt,274,30185
.\TestInstances\a2\n1000 t1200 LonLr\cap100_n1000_t1200_LonLr_2.txt,269,31468
.\TestInstances\a2\n1000 t1200 LonLr\cap100_n1000_t1200_LonLr_3.txt,284,29788
.\TestInstances\a2\n1000 t1200 LonLr\cap100_n1000_t1200_LonLr_4.txt,285,29561
.\TestInstances\a2\n1000 t1200 LonLr\cap100_n1000_t1200_LonLr_5.txt,277,31437
.\TestInstances\a2\n1000 t1200 LonSm\cap100_n1000_t1200_LonSm_1.txt,256,21635
.\TestInstances\a2\n1000 t1200 LonSm\cap100_n1000_t1200_LonSm_2.txt,245,20892
.\TestInstances\a2\n1000 t1200 LonSm\cap100_n1000_t1200_LonSm_3.txt,251,22541
.\TestInstances\a2\n1000 t1200 LonSm\cap100_n1000_t1200_LonSm_4.txt,260,20751
.\TestInstances\a2\n1000 t1200 LonSm\cap100_n1000_t1200_LonSm_5.txt,282,22532
.\TestInstances\a2\n1000 t1200 ShLr\cap100_n1000_t1200_ShLr_1.txt,243,17357
.\TestInstances\a2\n1000 t1200 ShLr\cap100_n1000_t1200_ShLr_2.txt,245,18404
.\TestInstances\a2\n1000 t1200 ShLr\cap100_n1000_t1200_ShLr_3.txt,255,18260
.\TestInstances\a2\n1000 t1200 ShLr\cap100_n1000_t1200_ShLr_4.txt,237,18352
.\TestInstances\a2\n1000 t1200 ShLr\cap100_n1000_t1200_ShLr_5.txt,249,17568
.\TestInstances\a2\n1000 t1200 ShSm\cap100_n1000_t1200_ShSm_1.txt,222,13459
.\TestInstances\a2\n1000 t1200 ShSm\cap100_n1000_t1200_ShSm_2.txt,225,12489
.\TestInstances\a2\n1000 t1200 ShSm\cap100_n1000_t1200_ShSm_3.txt,261,13014
.\TestInstances\a2\n1000 t1200 ShSm\cap100_n1000_t1200_ShSm_4.txt,229,12480
.\TestInstances\a2\n1000 t1200 ShSm\cap100_n1000_t1200_ShSm_5.txt,225,13317
.\TestInstances\a2\n500 t500 LonLr\cap100_n500_t500_LonLr_1.txt,201,13629
.\TestInstances\a2\n500 t500 LonLr\cap100_n500_t500_LonLr_2.txt,198,13682
.\TestInstances\a2\n500 t500 LonLr\cap100_n500_t500_LonLr_3.txt,197,13810
.\TestInstances\a2\n500 t500 LonLr\cap100_n500_t500_LonLr_4.txt,195,14157
.\TestInstances\a2\n500 t500 LonLr\cap100_n500_t500_LonLr_5.txt,193,13677
.\TestInstances\a2\n500 t500 LonSm\cap100_n500_t500_LonSm_1.txt,180,9844
.\TestInstances\a2\n500 t500 LonSm\cap100_n500_t500_LonSm_2.txt,179,10056
.\TestInstances\a2\n500 t500 LonSm\cap100_n500_t500_LonSm_3.txt,175,9866
.\TestInstances\a2\n500 t500 LonSm\cap100_n500_t500_LonSm_4.txt,178,10331
.\TestInstances\a2\n500 t500 LonSm\cap100_n500_t500_LonSm_5.txt,182,10408
.\TestInstances\a2\n500 t500 ShLr\cap100_n500_t500_ShLr_1.txt,164,8057
.\TestInstances\a2\n500 t500 ShLr\cap100_n500_t500_ShLr_2.txt,163,8078
.\TestInstances\a2\n500 t500 ShLr\cap100_n500_t500_ShLr_3.txt,183,7878
.\TestInstances\a2\n500 t500 ShLr\cap100_n500_t500_ShLr_4.txt,209,8181
.\TestInstances\a2\n500 t500 ShLr\cap100_n500_t500_ShLr_5.txt,192,8102
.\TestInstances\a2\n500 t500 ShSm\cap100_n500_t500_ShSm_1.txt,183,6086
.\TestInstances\a2\n500 t500 ShSm\cap100_n500_t500_ShSm_2.txt,180,5451
.\TestInstances\a2\n500 t500 ShSm\cap100_n500_t500_ShSm_3.txt,181,5834
.\TestInstances\a2\n500 t500 ShSm\cap100_n500_t500_ShSm_4.txt,178,5965
.\TestInstances\a2\n500 t500 ShSm\cap100_n500_t500_ShSm_5.txt,182,5636
.\TestInstances\a2\n500 t600 LonLr\cap100_n500_t600_LonLr_1.txt,219,15257
.\TestInstances\a2\n500 t600 LonLr\cap100_n500_t600_LonLr_2.txt,215,14502
.\TestInstances\a2\n500 t600 LonLr\cap100_n500_t600_LonLr_3.txt,221,14581
.\TestInstances\a2\n500 t600 LonLr\cap100_n500_t600_LonLr_4.txt,215,14026
.\TestInstances\a2\n500 t600 LonLr\cap100_n500_t600_LonLr_5.txt,214,13945
.\TestInstances\a2\n500 t600 LonSm\cap100_n500_t600_LonSm_1.txt,206,10875
.\TestInstances\a2\n500 t600 LonSm\cap100_n500_t600_LonSm_2.txt,198,9844
.\TestInstances\a2\n500 t600 LonSm\cap100_n500_t600_LonSm_3.txt,201,10072
.\TestInstances\a2\n500 t600 LonSm\cap100_n500_t600_LonSm_4.txt,199,10977
.\TestInstances\a2\n500 t600 LonSm\cap100_n500_t600_LonSm_5.txt,206,10822
.\TestInstances\a2\n500 t600 ShLr\cap100_n500_t600_ShLr_1.txt,191,8092
.\TestInstances\a2\n500 t600 ShLr\cap100_n500_t600_ShLr_2.txt,185,8074
.\TestInstances\a2\n500 t600 ShLr\cap100_n500_t600_ShLr_3.txt,192,8378
.\TestInstances\a2\n500 t600 ShLr\cap100_n500_t600_ShLr_4.txt,184,7955
.\TestInstances\a2\n500 t600 ShLr\cap100_n500_t600_ShLr_5.txt,187,8455
.\TestInstances\a2\n500 t600 ShSm\cap100_n500_t600_ShSm_1.txt,176,5561
.\TestInstances\a2\n500 t600 ShSm\cap100_n500_t600_ShSm_2.txt,170,6000
.\TestInstances\a2\n500 t600 ShSm\cap100_n500_t600_ShSm_3.txt,184,6331
.\TestInstances\a2\n500 t600 ShSm\cap100_n500_t600_ShSm_4.txt,173,6139
.\TestInstances\a2\n500 t600 ShSm\cap100_n500_t600_ShSm_5.txt,170,6339
.\TestInstances\c1\exp1_200_200_10_1.txt,123,1670
.\TestInstances\c1\exp1_200_200_10_2.txt,107,1615
.\TestInstances\c1\exp1_200_200_10_3.txt,115,1675
.\TestInstances\c1\exp1_200_200_10_4.txt,97,1763
.\TestInstances\c1\exp1_200_200_10_5.txt,112,1734
.\TestInstances\c1\exp1_200_200_20_1.txt,117,2977
.\TestInstances\c1\exp1_200_200_20_2.txt,122,2744
.\TestInstances\c1\exp1_200_200_20_3.txt,119,2434
.\TestInstances\c1\exp1_200_200_20_4.txt,119,2573
.\TestInstances\c1\exp1_200_200_20_5.txt,128,2663
.\TestInstances\c1\exp1_200_200_40_1.txt,146,4733
.\TestInstances\c1\exp1_200_200_40_2.txt,132,4417
