filename,duration,totalBusyTime
.\TestInstances\a2\n1000 t1000 LonLr\cap100_n1000_t1000_LonLr_1.txt,7537,28836
.\TestInstances\a2\n1000 t1000 LonLr\cap100_n1000_t1000_LonLr_2.txt,7300,32000
.\TestInstances\a2\n1000 t1000 LonLr\cap100_n1000_t1000_LonLr_3.txt,7296,29933
.\TestInstances\a2\n1000 t1000 LonLr\cap100_n1000_t1000_LonLr_4.txt,7309,29500
.\TestInstances\a2\n1000 t1000 LonLr\cap100_n1000_t1000_LonLr_5.txt,7322,29924
.\TestInstances\a2\n1000 t1000 LonSm\cap100_n1000_t1000_LonSm_1.txt,7164,20438
.\TestInstances\a2\n1000 t1000 LonSm\cap100_n1000_t1000_LonSm_2.txt,7314,20809
.\TestInstances\a2\n1000 t1000 LonSm\cap100_n1000_t1000_LonSm_3.txt,7290,20961
.\TestInstances\a2\n1000 t1000 LonSm\cap100_n1000_t1000_LonSm_4.txt,7286,19951
.\TestInstances\a2\n1000 t1000 LonSm\cap100_n1000_t1000_LonSm_5.txt,7299,20188
.\TestInstances\a2\n1000 t1000 ShLr\cap100_n1000_t1000_ShLr_1.txt,6992,17991
.\TestInstances\a2\n1000 t1000 ShLr\cap100_n1000_t1000_ShLr_2.txt,7201,17274
.\TestInstances\a2\n1000 t1000 ShLr\cap100_n1000_t1000_ShLr_3.txt,7177,17389
.\TestInstances\a2\n1000 t1000 ShLr\cap100_n1000_t1000_ShLr_4.txt,7203,18477
.\TestInstances\a2\n1000 t1000 ShLr\cap100_n1000_t1000_ShLr_5.txt,7087,18489
.\TestInstances\a2\n1000 t1000 ShSm\cap100_n1000_t1000_ShSm_1.txt,5897,12642
.\TestInstances\a2\n1000 t1000 ShSm\cap100_n1000_t1000_ShSm_2.txt,5326,11894
.\TestInstances\a2\n1000 t1000 ShSm\cap100_n1000_t1000_ShSm_3.txt,5626,13600
.\TestInstances\a2\n1000 t1000 ShSm\cap100_n1000_t1000_ShSm_4.txt,5347,12158
.\TestInstances\a2\n1000 t1000 ShSm\cap100_n1000_t1000_ShSm_5.txt,5673,11839
.\TestInstances\a2\n1000 t1200 LonLr\cap100_n1000_t1200_LonLr_1.txt,7086,30901
.\TestInstances\a2\n1000 t1200 LonLr\cap100_n1000_t1200_LonLr_2.txt,7054,31482
.\TestInstances\a2\n1000 t1200 LonLr\cap100_n1000_t1200_LonLr_3.txt,7085,30184
.\TestInstances\a2\n1000 t1200 LonLr\cap100_n1000_t1200_LonLr_4.txt,7198,29560
.\TestInstances\a2\n1000 t1200 LonLr\cap100_n1000_t1200_LonLr_5.txt,7122,31604
.\TestInstances\a2\n1000 t1200 LonSm\cap100_n1000_t1200_LonSm_1.txt,6919,21634
.\TestInstances\a2\n1000 t1200 LonSm\cap100_n1000_t1200_LonSm_2.txt,6956,20889
.\TestInstances\a2\n1000 t1200 LonSm\cap100_n1000_t1200_LonSm_3.txt,7210,22546
.\TestInstances\a2\n1000 t1200 LonSm\cap100_n1000_t1200_LonSm_4.txt,7300,20751
.\TestInstances\a2\n1000 t1200 LonSm\cap100_n1000_t1200_LonSm_5.txt,7275,22554
.\TestInstances\a2\n1000 t1200 ShLr\cap100_n1000_t1200_ShLr_1.txt,6128,17555
.\TestInstances\a2\n1000 t1200 ShLr\cap100_n1000_t1200_ShLr_2.txt,7192,18575
.\TestInstances\a2\n1000 t1200 ShLr\cap100_n1000_t1200_ShLr_3.txt,6775,18590
.\TestInstances\a2\n1000 t1200 ShLr\cap100_n1000_t1200_ShLr_4.txt,6580,18459
.\TestInstances\a2\n1000 t1200 ShLr\cap100_n1000_t1200_ShLr_5.txt,6390,18131
.\TestInstances\a2\n1000 t1200 ShSm\cap100_n1000_t1200_ShSm_1.txt,5138,13457
.\TestInstances\a2\n1000 t1200 ShSm\cap100_n1000_t1200_ShSm_2.txt,5402,12484
.\TestInstances\a2\n1000 t1200 ShSm\cap100_n1000_t1200_ShSm_3.txt,5195,13014
.\TestInstances\a2\n1000 t1200 ShSm\cap100_n1000_t1200_ShSm_4.txt,4933,12475
.\TestInstances\a2\n1000 t1200 ShSm\cap100_n1000_t1200_ShSm_5.txt,5123,13315
.\TestInstances\a2\n500 t500 LonLr\cap100_n500_t500_LonLr_1.txt,4458,13705
.\TestInstances\a2\n500 t500 LonLr\cap100_n500_t500_LonLr_2.txt,4457,13722
.\TestInstances\a2\n500 t500 LonLr\cap100_n500_t500_LonLr_3.txt,4417,13879
.\TestInstances\a2\n500 t500 LonLr\cap100_n500_t500_LonLr_4.txt,4431,14324
.\TestInstances\a2\n500 t500 LonLr\cap100_n500_t500_LonLr_5.txt,4432,14127
.\TestInstances\a2\n500 t500 LonSm\cap100_n500_t500_LonSm_1.txt,4354,9884
.\TestInstances\a2\n500 t500 LonSm\cap100_n500_t500_LonSm_2.txt,4305,10137
.\TestInstances\a2\n500 t500 LonSm\cap100_n500_t500_LonSm_3.txt,4327,9896
.\TestInstances\a2\n500 t500 LonSm\cap100_n500_t500_LonSm_4.txt,4306,10351
.\TestInstances\a2\n500 t500 LonSm\cap100_n500_t500_LonSm_5.txt,4252,10392
.\TestInstances\a2\n500 t500 ShLr\cap100_n500_t500_ShLr_1.txt,4050,8139
.\TestInstances\a2\n500 t500 ShLr\cap100_n500_t500_ShLr_2.txt,3686,8237
.\TestInstances\a2\n500 t500 ShLr\cap100_n500_t500_ShLr_3.txt,3578,7971
.\TestInstances\a2\n500 t500 ShLr\cap100_n500_t500_ShLr_4.txt,4122,8208
.\TestInstances\a2\n500 t500 ShLr\cap100_n500_t500_ShLr_5.txt,4020,8282
.\TestInstances\a2\n500 t500 ShSm\cap100_n500_t500_ShSm_1.txt,2902,6089
.\TestInstances\a2\n500 t500 ShSm\cap100_n500_t500_ShSm_2.txt,2878,5451
.\TestInstances\a2\n500 t500 ShSm\cap100_n500_t500_ShSm_3.txt,2903,5839
.\TestInstances\a2\n500 t500 ShSm\cap100_n500_t500_ShSm_4.txt,2943,5956
.\TestInstances\a2\n500 t500 ShSm\cap100_n500_t500_ShSm_5.txt,3067,5616
.\TestInstances\a2\n500 t600 LonLr\cap100_n500_t600_LonLr_1.txt,4410,15310
.\TestInstances\a2\n500 t600 LonLr\cap100_n500_t600_LonLr_2.txt,4307,14595
.\TestInstances\a2\n500 t600 LonLr\cap100_n500_t600_LonLr_3.txt,4313,14571
.\TestInstances\a2\n500 t600 LonLr\cap100_n500_t600_LonLr_4.txt,4331,14202
.\TestInstances\a2\n500 t600 LonLr\cap100_n500_t600_LonLr_5.txt,4300,14067
.\TestInstances\a2\n500 t600 LonSm\cap100_n500_t600_LonSm_1.txt,4198,10869
.\TestInstances\a2\n500 t600 LonSm\cap100_n500_t600_LonSm_2.txt,3816,9835
.\TestInstances\a2\n500 t600 LonSm\cap100_n500_t600_LonSm_3.txt,4024,10075
.\TestInstances\a2\n500 t600 LonSm\cap100_n500_t600_LonSm_4.txt,4169,10991
.\TestInstances\a2\n500 t600 LonSm\cap100_n500_t600_LonSm_5.txt,4166,10830
.\TestInstances\a2\n500 t600 ShLr\cap100_n500_t600_ShLr_1.txt,3345,8163
.\TestInstances\a2\n500 t600 ShLr\cap100_n500_t600_ShLr_2.txt,3514,8138
.\TestInstances\a2\n500 t600 ShLr\cap100_n500_t600_ShLr_3.txt,3696,8439
.\TestInstances\a2\n500 t600 ShLr\cap100_n500_t600_ShLr_4.txt,3291,8068
.\TestInstances\a2\n500 t600 ShLr\cap100_n500_t600_ShLr_5.txt,3303,8469
.\TestInstances\a2\n500 t600 ShSm\cap100_n500_t600_ShSm_1.txt,2715,5571
.\TestInstances\a2\n500 t600 ShSm\cap100_n500_t600_ShSm_2.txt,2555,6000
.\TestInstances\a2\n500 t600 ShSm\cap100_n500_t600_ShSm_3.txt,2712,6348
.\TestInstances\a2\n500 t600 ShSm\cap100_n500_t600_ShSm_4.txt,2733,6129
.\TestInstances\a2\n500 t600 ShSm\cap100_n500_t600_ShSm_5.txt,3023,6341
.\TestInstances\c1\exp1_200_200_10_1.txt,1027,1494
.\TestInstances\c1\exp1_200_200_10_2.txt,1107,1268
.\TestInstances\c1\exp1_200_200_10_3.txt,1013,1495
.\TestInstances\c1\exp1_200_200_10_4.txt,1123,700
.\TestInstances\c1\exp1_200_200_10_5.txt,1107,1212
.\TestInstances\c1\exp1_200_200_20_1.txt,1930,688
.\TestInstances\c1\exp1_200_200_20_2.txt,1711,646
.\TestInstances\c1\exp1_200_200_20_3.txt,1673,780
.\TestInstances\c1\exp1_200_200_20_4.txt,1582,750
.\TestInstances\c1\exp1_200_200_20_5.txt,1835,794
.\TestInstances\c1\exp1_200_200_40_1.txt,2627,648
.\TestInstances\c1\exp1_200_200_40_2.txt,2711,621
.\TestInstances\c1\exp1_200_200_40_3.txt,2730,829
.\TestInstances\c1\exp1_200_200_40_4.txt,2765,710
.\TestInstances\c1\exp1_200_200_40_5.txt,2637,620
.\TestInstances\c1\exp1_200_200_5_1.txt,802,980
.\TestInstances\c1\exp1_200_200_5_2.txt,745,954
.\TestInstances\c1\exp1_200_200_5_3.txt,780,913
.\TestInstances\c1\exp1_200_200_5_4.txt,809,977
.\TestInstances\c1\exp1_200_200_5_5.txt,896,754
.\TestInstances\c1\exp1_200_200_80_1.txt,3215,1841
.\TestInstances\c1\exp1_200_200_80_2.txt,3256,1850
.\TestInstances\c1\exp1_200_200_80_3.txt,3317,1410
.\TestInstances\c1\exp1_200_200_80_4.txt,3099,1321
.\TestInstances\c1\exp1_200_200_80_5.txt,3318,1300
.\TestInstances\c1\exp1_400_400_10_1.txt,2184,2975
.\TestInstances\c1\exp1_400_400_10_2.txt,1903,3475
.\TestInstances\c1\exp1_400_400_10_3.txt,1893,2566
.\TestInstances\c1\exp1_400_400_10_4.txt,1859,3497
.\TestInstances\c1\exp1_400_400_10_5.txt,1947,3355
.\TestInstances\c1\exp1_400_400_20_1.txt,3264,2020
.\TestInstances\c1\exp1_400_400_20_2.txt,3003,1918
.\TestInstances\c1\exp1_400_400_20_3.txt,3146,3431
.\TestInstances\c1\exp1_400_400_20_4.txt,3052,3626
.\TestInstances\c1\exp1_400_400_20_5.txt,3008,3626
.\TestInstances\c1\exp1_400_400_40_1.txt,4224,1260
.\TestInstances\c1\exp1_400_400_40_2.txt,4295,932
.\TestInstances\c1\exp1_400_400_40_3.txt,4008,1910
.\TestInstances\c1\exp1_400_400_40_4.txt,4194,1781
.\TestInstances\c1\exp1_400_400_40_5.txt,4217,2086
.\TestInstances\c1\exp1_400_400_5_1.txt,1503,2174
.\TestInstances\c1\exp1_400_400_5_2.txt,1479,2329
.\TestInstances\c1\exp1_400_400_5_3.txt,1566,2252
.\TestInstances\c1\exp1_400_400_5_4.txt,1483,2313
.\TestInstances\c1\exp1_400_400_5_5.txt,1427,2089
.\TestInstances\c1\exp1_400_400_80_1.txt,5052,2096
.\TestInstances\c1\exp1_400_400_80_2.txt,5265,2278
.\TestInstances\c1\exp1_400_400_80_3.txt,4831,1395
.\TestInstances\c1\exp1_400_400_80_4.txt,4902,1946
.\TestInstances\c1\exp1_400_400_80_5.txt,4907,1734
.\TestInstances\c1\exp1_600_600_10_1.txt,2675,5310
.\TestInstances\c1\exp1_600_600_10_2.txt,2555,4985
.\TestInstances\c1\exp1_600_600_10_3.txt,2657,5615
.\TestInstances\c1\exp1_600_600_10_4.txt,2959,6010
.\TestInstances\c1\exp1_600_600_10_5.txt,2593,5545
.\TestInstances\c1\exp1_600_600_20_1.txt,4067,8503
.\TestInstances\c1\exp1_600_600_20_2.txt,4070,8011
.\TestInstances\c1\exp1_600_600_20_3.txt,4089,6569
.\TestInstances\c1\exp1_600_600_20_4.txt,4098,7752
.\TestInstances\c1\exp1_600_600_20_5.txt,4058,8394
.\TestInstances\c1\exp1_600_600_40_1.txt,5506,2404
.\TestInstances\c1\exp1_600_600_40_2.txt,5263,3201
.\TestInstances\c1\exp1_600_600_40_3.txt,5459,1819
.\TestInstances\c1\exp1_600_600_40_4.txt,5274,2391
.\TestInstances\c1\exp1_600_600_40_5.txt,5472,2836
.\TestInstances\c1\exp1_600_600_5_1.txt,2465,3438
.\TestInstances\c1\exp1_600_600_5_2.txt,2264,3464
.\TestInstances\c1\exp1_600_600_5_3.txt,2466,3338
.\TestInstances\c1\exp1_600_600_5_4.txt,2292,3504
.\TestInstances\c1\exp1_600_600_5_5.txt,2270,3517
.\TestInstances\c1\exp1_600_600_80_1.txt,6446,2612
.\TestInstances\c1\exp1_600_600_80_2.txt,6478,2895
.\TestInstances\c1\exp1_600_600_80_3.txt,6397,2435
.\TestInstances\c1\exp1_600_600_80_4.txt,6418,2456
.\TestInstances\c1\exp1_600_600_80_5.txt,6514,2321
.\TestInstances\c2\exp2_1200_1200_10_1.txt,6785,11572
.\TestInstances\c2\exp2_1200_1200_10_2.txt,5805,11249
.\TestInstances\c2\exp2_1200_1200_10_3.txt,5520,10769
.\TestInstances\c2\exp2_1200_1200_10_4.txt,5685,12474
.\TestInstances\c2\exp2_1200_1200_10_5.txt,5680,11738
.\TestInstances\c2\exp2_1200_1200_20_1.txt,7004,17272
.\TestInstances\c2\exp2_1200_1200_20_2.txt,7185,18600
.\TestInstances\c2\exp2_1200_1200_20_3.txt,8173,17166
.\TestInstances\c2\exp2_1200_1200_20_4.txt,7152,20174
.\TestInstances\c2\exp2_1200_1200_20_5.txt,7482,18726
.\TestInstances\c2\exp2_1200_1200_5_1.txt,5867,7456
.\TestInstances\c2\exp2_1200_1200_5_2.txt,5745,7434
.\TestInstances\c2\exp2_1200_1200_5_3.txt,5539,7143
.\TestInstances\c2\exp2_1200_1200_5_4.txt,5677,7666
.\TestInstances\c2\exp2_1200_1200_5_5.txt,5958,7012
.\TestInstances\c2\exp2_1600_1600_10_1.txt,8827,15794
.\TestInstances\c2\exp2_1600_1600_10_2.txt,8316,16205
.\TestInstances\c2\exp2_1600_1600_10_3.txt,8086,16017
.\TestInstances\c2\exp2_1600_1600_10_4.txt,8092,15866
.\TestInstances\c2\exp2_1600_1600_10_5.txt,8895,15583
.\TestInstances\c2\exp2_1600_1600_20_1.txt,9567,23273
.\TestInstances\c2\exp2_1600_1600_20_2.txt,10379,24687
.\TestInstances\c2\exp2_1600_1600_20_3.txt,9925,27205
.\TestInstances\c2\exp2_1600_1600_20_4.txt,9751,27144
.\TestInstances\c2\exp2_1600_1600_20_5.txt,10170,24602
.\TestInstances\c2\exp2_1600_1600_5_1.txt,8838,10508
.\TestInstances\c2\exp2_1600_1600_5_2.txt,9060,11056
.\TestInstances\c2\exp2_1600_1600_5_3.txt,9112,10725
.\TestInstances\c2\exp2_1600_1600_5_4.txt,9057,10783
.\TestInstances\c2\exp2_1600_1600_5_5.txt,9247,10482
.\TestInstances\c2\exp2_2000_2000_10_1.txt,11238,21538
.\TestInstances\c2\exp2_2000_2000_10_2.txt,10828,19138
.\TestInstances\c2\exp2_2000_2000_10_3.txt,11889,21251
.\TestInstances\c2\exp2_2000_2000_10_4.txt,10694,19241
.\TestInstances\c2\exp2_2000_2000_10_5.txt,11443,20507
.\TestInstances\c2\exp2_2000_2000_20_1.txt,12852,33219
.\TestInstances\c2\exp2_2000_2000_20_2.txt,12598,34999
.\TestInstances\c2\exp2_2000_2000_20_3.txt,13072,34008
.\TestInstances\c2\exp2_2000_2000_20_4.txt,12422,32952
.\TestInstances\c2\exp2_2000_2000_20_5.txt,12800,29931
.\TestInstances\c2\exp2_2000_2000_5_1.txt,12325,14218
.\TestInstances\c2\exp2_2000_2000_5_2.txt,12795,13582
.\TestInstances\c2\exp2_2000_2000_5_3.txt,12732,13140
.\TestInstances\c2\exp2_2000_2000_5_4.txt,12667,13816
.\TestInstances\c2\exp2_2000_2000_5_5.txt,12435,13492
.\TestInstances\c2\exp2_2400_2400_10_1.txt,14469,25912
.\TestInstances\c2\exp2_2400_2400_10_2.txt,15616,24446
.\TestInstances\c2\exp2_2400_2400_10_3.txt,14624,25444
.\TestInstances\c2\exp2_2400_2400_10_4.txt,14564,25241
.\TestInstances\c2\exp2_2400_2400_10_5.txt,15434,25812
.\TestInstances\c2\exp2_2400_2400_20_1.txt,15599,40539
.\TestInstances\c2\exp2_2400_2400_20_2.txt,15534,37861
.\TestInstances\c2\exp2_2400_2400_20_3.txt,15617,38830
.\TestInstances\c2\exp2_2400_2400_20_4.txt,15871,39404
.\TestInstances\c2\exp2_2400_2400_20_5.txt,15280,39389
.\TestInstances\c2\exp2_2400_2400_5_1.txt,19500,15859
.\TestInstances\c2\exp2_2400_2400_5_2.txt,17857,16458
.\TestInstances\c2\exp2_2400_2400_5_3.txt,16984,16623
.\TestInstances\c2\exp2_2400_2400_5_4.txt,18415,16320
.\TestInstances\c2\exp2_2400_2400_5_5.txt,17397,16710
.\TestInstances\c2\exp2_800_800_10_1.txt,3873,6916
.\TestInstances\c2\exp2_800_800_10_2.txt,3481,7827
.\TestInstances\c2\exp2_800_800_10_3.txt,3601,7182
.\TestInstances\c2\exp2_800_800_10_4.txt,3942,7059
.\TestInstances\c2\exp2_800_800_10_5.txt,3978,7643
.\TestInstances\c2\exp2_800_800_20_1.txt,5618,10135
.\TestInstances\c2\exp2_800_800_20_2.txt,5106,10871
.\TestInstances\c2\exp2_800_800_20_3.txt,5319,9304
.\TestInstances\c2\exp2_800_800_20_4.txt,5321,9967
.\TestInstances\c2\exp2_800_800_20_5.txt,5321,12425
.\TestInstances\c2\exp2_800_800_5_1.txt,3318,4719
.\TestInstances\c2\exp2_800_800_5_2.txt,3172,5388
.\TestInstances\c2\exp2_800_800_5_3.txt,3441,4683
.\TestInstances\c2\exp2_800_800_5_4.txt,3350,5282
.\TestInstances\c2\exp2_800_800_5_5.txt,3284,4560
.\TestInstances\c3\exp2_1000_1000_40_1.txt,7448,26188
.\TestInstances\c3\exp2_1000_1000_40_2.txt,7627,27004
.\TestInstances\c3\exp2_1000_1000_40_3.txt,7290,27882
.\TestInstances\c3\exp2_1000_1000_40_4.txt,7620,19262
.\TestInstances\c3\exp2_1000_1000_40_5.txt,7773,26177
.\TestInstances\c3\exp2_1000_1000_80_1.txt,8895,30638
.\TestInstances\c3\exp2_1000_1000_80_2.txt,9319,3718
.\TestInstances\c3\exp2_1000_1000_80_3.txt,8981,4491
.\TestInstances\c3\exp2_1000_1000_80_4.txt,8836,3928
.\TestInstances\c3\exp2_1000_1000_80_5.txt,9696,3745
.\TestInstances\c3\exp2_800_800_40_1.txt,6549,19497
.\TestInstances\c3\exp2_800_800_40_2.txt,6627,21371
.\TestInstances\c3\exp2_800_800_40_3.txt,6397,20802
.\TestInstances\c3\exp2_800_800_40_4.txt,6353,18162
.\TestInstances\c3\exp2_800_800_40_5.txt,6622,20717
.\TestInstances\c3\exp2_800_800_80_1.txt,7757,2786
.\TestInstances\c3\exp2_800_800_80_2.txt,7879,2812
.\TestInstances\c3\exp2_800_800_80_3.txt,7680,3563
.\TestInstances\c3\exp2_800_800_80_4.txt,7916,3138
.\TestInstances\c3\exp2_800_800_80_5.txt,7846,31137
.\TestInstances\c3\exp2_900_900_40_1.txt,6801,19546
.\TestInstances\c3\exp2_900_900_40_2.txt,7251,23842
.\TestInstances\c3\exp2_900_900_40_3.txt,7148,25027
.\TestInstances\c3\exp2_900_900_40_4.txt,7039,24490
.\TestInstances\c3\exp2_900_900_40_5.txt,7151,22231
.\TestInstances\c3\exp2_900_900_80_1.txt,8773,2717
.\TestInstances\c3\exp2_900_900_80_2.txt,8343,15148
.\TestInstances\c3\exp2_900_900_80_3.txt,8929,3526
.\TestInstances\c3\exp2_900_900_80_4.txt,8756,43527
.\TestInstances\c3\exp2_900_900_80_5.txt,8616,43950
.\TestInstances\d1\1000_24_1.txt,7085,508010
.\TestInstances\d1\1000_24_10.txt,6845,357515
.\TestInstances\d1\1000_24_2.txt,6975,342405
.\TestInstances\d1\1000_24_3.txt,7200,338666
.\TestInstances\d1\1000_24_4.txt,6999,371164
.\TestInstances\d1\1000_24_5.txt,7049,335561
.\TestInstances\d1\1000_24_6.txt,6996,406644
.\TestInstances\d1\1000_24_7.txt,7199,353892
.\TestInstances\d1\1000_24_8.txt,7096,387193
.\TestInstances\d1\1000_24_9.txt,6969,429670
.\TestInstances\d1\1000_2_1.txt,7757,881951
.\TestInstances\d1\1000_2_10.txt,7463,886204
.\TestInstances\d1\1000_2_2.txt,7668,907286
.\TestInstances\d1\1000_2_3.txt,7390,897118
.\TestInstances\d1\1000_2_4.txt,7568,878014
.\TestInstances\d1\1000_2_5.txt,7463,902105
.\TestInstances\d1\1000_2_6.txt,7770,893631
.\TestInstances\d1\1000_2_7.txt,7490,962953
.\TestInstances\d1\1000_2_8.txt,7630,889538
.\TestInstances\d1\1000_2_9.txt,7633,844954
.\TestInstances\d1\1000_4_1.txt,7785,687794
.\TestInstances\d1\1000_4_10.txt,7632,690091
.\TestInstances\d1\1000_4_2.txt,7699,724081
.\TestInstances\d1\1000_4_3.txt,7593,619657
.\TestInstances\d1\1000_4_4.txt,8193,741072
.\TestInstances\d1\1000_4_5.txt,7595,668969
.\TestInstances\d1\1000_4_6.txt,7923,623825
.\TestInstances\d1\1000_4_7.txt,7650,791496
.\TestInstances\d1\1000_4_8.txt,7593,642832
.\TestInstances\d1\1000_4_9.txt,8006,570516
.\TestInstances\d1\1000_8_1.txt,7594,822473
.\TestInstances\d1\1000_8_10.txt,7392,780722
.\TestInstances\d1\1000_8_2.txt,7110,708078
.\TestInstances\d1\1000_8_3.txt,7617,615371
.\TestInstances\d1\1000_8_4.txt,7397,630702
.\TestInstances\d1\1000_8_5.txt,7427,651769
.\TestInstances\d1\1000_8_6.txt,7520,651680
.\TestInstances\d1\1000_8_7.txt,7187,675452
.\TestInstances\d1\1000_8_8.txt,7244,769202
.\TestInstances\d1\1000_8_9.txt,7635,697579
.\TestInstances\d1\1000_inf_1.txt,5874,222754
.\TestInstances\d1\1000_inf_10.txt,6661,216522
.\TestInstances\d1\1000_inf_2.txt,6665,186458
.\TestInstances\d1\1000_inf_3.txt,7485,163949
.\TestInstances\d1\1000_inf_4.txt,7377,218012
.\TestInstances\d1\1000_inf_5.txt,5969,192413
.\TestInstances\d1\1000_inf_6.txt,7096,205190
.\TestInstances\d1\1000_inf_7.txt,6036,183827
.\TestInstances\d1\1000_inf_8.txt,7173,191672
.\TestInstances\d1\1000_inf_9.txt,6573,262822
.\TestInstances\d1\100_24_1.txt,398,66869
.\TestInstances\d1\100_24_10.txt,437,52550
.\TestInstances\d1\100_24_2.txt,384,51507
.\TestInstances\d1\100_24_3.txt,446,41294
.\TestInstances\d1\100_24_4.txt,467,42799
.\TestInstances\d1\100_24_5.txt,366,47513
.\TestInstances\d1\100_24_6.txt,430,52618
.\TestInstances\d1\100_24_7.txt,427,52787
.\TestInstances\d1\100_24_8.txt,466,47677
.\TestInstances\d1\100_24_9.txt,397,56506
.\TestInstances\d1\100_2_1.txt,629,104300
.\TestInstances\d1\100_2_10.txt,457,106052
.\TestInstances\d1\100_2_2.txt,558,141202
.\TestInstances\d1\100_2_3.txt,559,84869
.\TestInstances\d1\100_2_4.txt,556,92799
.\TestInstances\d1\100_2_5.txt,557,86050
.\TestInstances\d1\100_2_6.txt,514,126175
.\TestInstances\d1\100_2_7.txt,584,112161
.\TestInstances\d1\100_2_8.txt,574,97873
.\TestInstances\d1\100_2_9.txt,581,103536
.\TestInstances\d1\100_4_1.txt,640,106411
.\TestInstances\d1\100_4_10.txt,744,68258
.\TestInstances\d1\100_4_2.txt,668,94189
.\TestInstances\d1\100_4_3.txt,504,78646
.\TestInstances\d1\100_4_4.txt,788,104109
.\TestInstances\d1\100_4_5.txt,685,84337
.\TestInstances\d1\100_4_6.txt,789,77706
.\TestInstances\d1\100_4_7.txt,616,100752
.\TestInstances\d1\100_4_8.txt,737,91435
.\TestInstances\d1\100_4_9.txt,575,71551
.\TestInstances\d1\100_8_1.txt,590,154770
.\TestInstances\d1\100_8_10.txt,509,83225
