Iteration,TotalBusyTime
0,357911
1,357911
2,357911
3,357911
4,357911
5,357911
6,357911
7,357911
8,357911
9,357911
10,357911
11,357911
12,357911
13,357911
14,357911
15,357911
16,357911
17,357911
18,357911
19,357911
20,357911
21,357911
22,357911
23,357911
24,357911
25,357911
26,357911
27,357911
28,357911
29,357911
30,357911
31,357911
32,357911
33,357911
34,357911
35,357911
36,357911
37,357911
38,357911
39,357911
40,357911
41,357911
42,357911
43,357911
44,357911
45,357911
46,357911
47,357911
48,357911
49,357911
50,357911
51,357911
52,357911
53,357911
54,357911
55,357911
56,357911
57,357911
58,357911
59,357911
60,357911
61,357911
62,357911
63,357911
64,357911
65,357911
66,357911
67,357911
68,357911
69,357911
70,357911
71,357911
72,357911
73,357911
74,357911
75,357911
76,357911
77,357911
78,357911
79,357911
80,357911
81,357911
82,357911
83,357911
84,357911
85,357911
86,357911
87,357911
88,357911
89,357911
90,357911
91,357911
92,357911
93,357911
94,357911
95,357911
96,357911
97,357911
98,357911
99,357911
100,357911
101,357911
102,357911
103,357911
104,357911
105,357911
106,357911
107,357911
108,357911
109,357911
110,357911
111,357911
112,357911
113,357911
114,357911
115,357911
116,357911
117,357911
118,357911
119,357911
120,357911
121,357911
122,357911
123,357911
124,357911
125,357911
126,357911
127,357911
128,357911
129,357911
130,357911
131,357911
132,357911
133,357911
134,357911
135,357911
136,357911
137,357911
138,357911
139,357911
140,357911
141,357911
142,357911
143,357911
144,357911
145,357911
146,357911
147,357911
148,357911
149,357911
150,357911
151,357911
152,357911
153,357911
154,357911
155,357911
156,357911
157,357911
158,357911
159,357911
160,357911
161,357911
162,357911
163,357911
164,357911
165,357911
166,357911
167,357911
168,357911
169,357911
170,357911
171,357911
172,357911
173,357911
174,357911
175,357911
176,357911
177,357911
178,357911
179,357911
180,357911
181,357911
182,357911
183,357911
184,357911
185,357911
186,357911
187,357911
188,357911
189,357911
190,357911
191,357911
192,357911
193,357911
194,357911
195,357911
196,357911
197,357911
198,357911
199,357911
200,357911
201,357911
202,357911
203,357911
204,357911
205,357911
206,357911
207,357911
208,357911
209,357911
210,357911
211,357911
212,357911
213,357911
214,357911
215,357911
216,357911
217,357911
218,357911
219,357911
220,357911
221,357911
222,357911
223,357911
224,357911
225,357911
226,357911
227,357911
228,357911
229,357911
230,357911
231,357911
232,357911
233,357911
234,357911
235,357911
236,357911
237,357911
238,357911
239,357911
240,357911
241,357911
242,357911
243,357911
244,357911
245,357911
246,357911
247,357911
248,357911
249,357911
250,357911
251,357911
252,357911
253,357911
254,357911
255,357911
256,357911
257,357911
258,357911
259,357911
260,357911
261,357911
262,357911
263,357911
264,357911
265,357911
266,357911
267,357911
268,357911
269,357911
270,357911
271,357911
272,357911
273,357911
274,357911
275,357911
276,357911
277,357911
278,357911
279,357911
280,357911
281,357911
282,357911
283,357911
284,357911
285,357911
286,357911
287,357911
288,357911
289,357911
290,357911
291,357911
292,357911
293,357911
294,357911
295,357911
296,357911
297,357911
298,357911
299,357911
300,357911
301,357911
302,357911
303,357911
304,357911
305,357911
306,357911
307,357911
308,357911
309,357911
310,357911
311,357911
312,357911
313,357911
314,357911
315,357911
316,357911
317,357911
318,357911
319,357911
320,357911
321,357911
322,357911
323,357911
324,357870
325,357870
326,357870
327,357870
328,357870
329,357870
330,357870
331,357870
332,357870
333,357870
334,357870
335,357870
336,357870
337,357870
338,357870
339,357870
340,357870
341,357870
342,357870
343,357870
344,357870
345,357870
346,357870
347,357870
348,357870
349,357870
350,357870
351,357870
352,357870
353,357870
354,357870
355,357870
356,357870
357,357870
358,357870
359,357870
360,357870
361,357870
362,357870
363,357870
364,357870
365,357870
366,357870
367,357870
368,357870
369,357870
370,357870
371,357870
372,357870
373,357870
374,357870
375,357870
376,357870
377,357870
378,357870
379,357870
380,357870
381,357870
382,357870
383,357870
384,357870
385,357870
386,357870
387,357870
388,357870
389,357870
390,357870
391,357870
392,357870
393,357870
394,357870
395,357870
396,357870
397,357870
398,357870
399,357870
400,357870
401,357870
402,357870
403,357870
404,357870
405,357870
406,357870
407,357870
408,357870
409,357870
410,357870
411,357870
412,357870
413,357870
414,357870
415,357870
416,357870
417,357870
418,357870
419,357870
420,357870
421,357870
422,357870
423,357870
424,357870
425,357870
426,357870
427,357870
428,357870
429,357870
430,357870
431,357870
432,357870
433,357870
434,357870
435,357870
436,357870
437,357870
438,357870
439,357870
440,357870
441,357870
